X,Y,Unique Squirrel ID,Shift,Date,Age
-73.97,40.78,17E-AM-1017-11,AM,2018-10-17,Adult
-73.98,40.77,5A-AM-1006-03,AM,2018-10-06,Juvenile
-73.96,40.79,36F-PM-1012-07,PM,2018-10-12,Adult
-73.96,40.79,33E-PM-1012-09,PM,2018-10-12,Adult
-73.97,40.77,7G-AM-1010-06,AM,2018-10-10,Adult
-73.97,40.77,9H-PM-1018-08,PM,2018-10-18,Adult
-73.97,40.78,21C-AM-1014-01,AM,2018-10-14,Adult
-73.98,40.77,2C-AM-1010-07,AM,2018-10-10,Adult
-73.97,40.78,13E-PM-1008-04,PM,2018-10-08,Adult
-73.98,40.77,3D-PM-1010-02,PM,2018-10-10,Adult
-73.97,40.77,6G-AM-1008-01,AM,2018-10-08,Adult
-73.97,40.78,18C-PM-1018-09,PM,2018-10-18,Juvenile
-73.97,40.78,21E-AM-1017-01,AM,2018-10-17,Adult
-73.97,40.78,13D-PM-1018-03,PM,2018-10-18,Adult
-73.97,40.77,3F-AM-1006-07,AM,2018-10-06,Juvenile
-73.96,40.80,42C-AM-1007-03,AM,2018-10-07,
-73.97,40.78,14A-PM-1014-07,PM,2018-10-14,Adult
-73.95,40.80,41E-AM-1007-04,AM,2018-10-07,Adult
-73.97,40.78,21D-PM-1008-06,PM,2018-10-08,Adult
-73.97,40.77,4I-AM-1006-03,AM,2018-10-06,Adult
-73.96,40.80,37C-AM-1012-03,AM,2018-10-12,Adult
-73.96,40.80,38C-PM-1014-03,PM,2018-10-14,Adult
-73.97,40.77,2G-AM-1010-01,AM,2018-10-10,Adult
-73.98,40.77,5B-PM-1013-02,PM,2018-10-13,Adult
-73.95,40.79,37I-AM-1010-03,AM,2018-10-10,Adult
-73.98,40.77,1F-PM-1019-03,PM,2018-10-19,Juvenile
-73.97,40.78,12D-PM-1014-03,PM,2018-10-14,Adult
-73.97,40.77,10I-AM-1010-02,AM,2018-10-10,Adult
-73.98,40.77,7B-AM-1008-15,AM,2018-10-08,Adult
-73.98,40.77,2C-AM-1010-02,AM,2018-10-10,Adult
-73.98,40.77,5C-PM-1010-05,PM,2018-10-10,Adult
-73.98,40.77,2A-AM-1010-06,AM,2018-10-10,Adult
-73.97,40.77,9F-AM-1013-01,AM,2018-10-13,Adult
-73.97,40.78,16E-PM-1018-07,PM,2018-10-18,Juvenile
-73.98,40.77,6C-PM-1020-02,PM,2018-10-20,Adult
-73.98,40.77,2C-PM-1013-01,PM,2018-10-13,Adult
-73.96,40.78,23I-PM-1019-02,PM,2018-10-19,Adult
-73.97,40.77,6H-AM-1008-02,AM,2018-10-08,Adult
-73.97,40.77,6I-PM-1013-02,PM,2018-10-13,Adult
-73.96,40.79,31C-PM-1010-03,PM,2018-10-10,Adult
-73.97,40.79,29A-PM-1019-01,PM,2018-10-19,Adult
-73.97,40.78,20C-PM-1018-08,PM,2018-10-18,Juvenile
-73.97,40.78,22E-PM-1014-01,PM,2018-10-14,Adult
-73.96,40.78,25I-PM-1007-03,PM,2018-10-07,Adult
-73.96,40.80,40D-PM-1013-06,PM,2018-10-13,Adult
-73.97,40.77,3G-AM-1008-02,AM,2018-10-08,Adult
-73.97,40.77,7H-AM-1006-12,AM,2018-10-06,Adult
-73.98,40.77,3A-PM-1017-01,PM,2018-10-17,Adult
-73.96,40.79,33B-PM-1010-09,PM,2018-10-10,Adult
-73.97,40.77,7F-AM-1008-11,AM,2018-10-08,Adult
-73.95,40.79,39I-PM-1013-01,PM,2018-10-13,Adult
-73.96,40.80,39D-AM-1008-04,AM,2018-10-08,Adult
-73.98,40.77,1C-PM-1013-07,PM,2018-10-13,Adult
-73.97,40.77,6E-PM-1010-04,PM,2018-10-10,Adult
-73.96,40.80,39D-PM-1012-02,PM,2018-10-12,Adult
-73.96,40.79,36E-PM-1012-01,PM,2018-10-12,Adult
-73.97,40.77,7H-AM-1006-08,AM,2018-10-06,Adult
-73.96,40.79,35D-AM-1019-02,AM,2018-10-19,Adult
-73.98,40.77,4D-PM-1008-12,PM,2018-10-08,Adult
-73.97,40.77,7F-AM-1008-05,AM,2018-10-08,Adult
-73.97,40.77,11D-PM-1006-03,PM,2018-10-06,Adult
-73.97,40.78,15G-AM-1008-06,AM,2018-10-08,Adult
-73.97,40.77,11H-PM-1013-03,PM,2018-10-13,Adult
-73.96,40.79,33E-PM-1012-05,PM,2018-10-12,Adult
-73.98,40.77,3D-PM-1010-09,PM,2018-10-10,Adult
-73.96,40.79,32D-AM-1013-04,AM,2018-10-13,Adult
-73.97,40.78,14D-AM-1014-15,AM,2018-10-14,Adult
-73.97,40.77,6I-PM-1013-04,PM,2018-10-13,Adult
-73.98,40.77,3A-AM-1012-02,AM,2018-10-12,Adult
-73.96,40.79,32C-AM-1014-01,AM,2018-10-14,Adult
-73.98,40.77,4D-AM-1012-01,AM,2018-10-12,Adult
-73.96,40.78,18I-PM-1007-08,PM,2018-10-07,Adult
-73.96,40.79,32I-PM-1007-03,PM,2018-10-07,Adult
-73.97,40.77,10G-AM-1006-04,AM,2018-10-06,Juvenile
-73.96,40.79,32D-PM-1006-01,PM,2018-10-06,Adult
-73.95,40.79,37H-AM-1018-02,AM,2018-10-18,Adult
-73.96,40.79,30I-PM-1006-01,PM,2018-10-06,Adult
-73.98,40.77,3F-PM-1013-01,PM,2018-10-13,Adult
-73.96,40.80,41C-PM-1007-01,PM,2018-10-07,Adult
-73.96,40.79,37E-AM-1013-01,AM,2018-10-13,Adult
-73.95,40.79,36H-AM-1010-01,AM,2018-10-10,Adult
-73.95,40.80,42D-AM-1014-03,AM,2018-10-14,Adult
-73.97,40.77,12G-PM-1007-03,PM,2018-10-07,
-73.97,40.78,13D-PM-1018-05,PM,2018-10-18,Adult
-73.97,40.78,22C-PM-1006-04,PM,2018-10-06,Juvenile
-73.98,40.77,1A-PM-1014-06,PM,2018-10-14,Juvenile
-73.96,40.79,34D-PM-1007-01,PM,2018-10-07,Adult
-73.97,40.78,15G-PM-1019-01,PM,2018-10-19,Adult
-73.97,40.77,11I-PM-1012-06,PM,2018-10-12,Adult
-73.97,40.77,11E-PM-1012-01,PM,2018-10-12,Adult
-73.96,40.80,39D-AM-1008-02,AM,2018-10-08,Adult
-73.96,40.80,38E-AM-1010-05,AM,2018-10-10,Adult
-73.97,40.78,15D-AM-1007-08,AM,2018-10-07,Adult
-73.97,40.78,14E-AM-1008-21,AM,2018-10-08,Adult
-73.97,40.78,13A-AM-1017-03,AM,2018-10-17,Adult
-73.95,40.80,41E-AM-1007-05,AM,2018-10-07,Adult
-73.98,40.77,3C-AM-1007-02,AM,2018-10-07,Adult
-73.97,40.77,2G-PM-1007-03,PM,2018-10-07,Adult
-73.97,40.77,12G-AM-1012-03,AM,2018-10-12,Adult
-73.98,40.77,6C-AM-1007-03,AM,2018-10-07,Adult
-73.98,40.77,3D-AM-1006-06,AM,2018-10-06,
-73.96,40.78,19H-AM-1010-02,AM,2018-10-10,
-73.96,40.78,26I-PM-1010-01,PM,2018-10-10,Adult
-73.98,40.77,6B-AM-1012-02,AM,2018-10-12,Adult
-73.98,40.77,1G-PM-1010-02,PM,2018-10-10,Adult
-73.96,40.79,30I-PM-1006-07,PM,2018-10-06,Adult
-73.97,40.77,8I-AM-1006-09,AM,2018-10-06,Adult
-73.97,40.77,5G-PM-1010-05,PM,2018-10-10,Adult
-73.98,40.77,10C-AM-1018-03,AM,2018-10-18,Adult
-73.97,40.78,13D-PM-1018-07,PM,2018-10-18,Adult
-73.97,40.78,19C-PM-1018-08,PM,2018-10-18,Juvenile
-73.98,40.77,6B-PM-1017-01,PM,2018-10-17,Adult
-73.96,40.79,32C-PM-1013-07,PM,2018-10-13,Adult
-73.97,40.79,28A-PM-1007-04,PM,2018-10-07,Adult
-73.96,40.80,42C-PM-1013-01,PM,2018-10-13,Adult
-73.96,40.79,32C-PM-1013-11,PM,2018-10-13,Juvenile
-73.96,40.79,34E-PM-1006-02,PM,2018-10-06,Juvenile
-73.97,40.77,7E-PM-1013-02,PM,2018-10-13,Adult
-73.96,40.79,33B-AM-1010-05,AM,2018-10-10,Adult
-73.96,40.80,36B-PM-1013-05,PM,2018-10-13,Adult
-73.98,40.77,1B-AM-1012-16,AM,2018-10-12,Adult
-73.97,40.77,8F-PM-1012-06,PM,2018-10-12,Adult
-73.96,40.79,32D-AM-1013-01,AM,2018-10-13,Adult
-73.96,40.79,32C-PM-1013-13,PM,2018-10-13,Adult
-73.96,40.78,18I-AM-1017-01,AM,2018-10-17,Adult
-73.98,40.77,9A-AM-1013-10,AM,2018-10-13,Juvenile
-73.97,40.78,20F-AM-1014-03,AM,2018-10-14,Adult
-73.95,40.79,37H-AM-1018-04,AM,2018-10-18,Adult
-73.96,40.79,32B-PM-1010-01,PM,2018-10-10,Juvenile
-73.97,40.77,8I-AM-1006-03,AM,2018-10-06,Adult
-73.97,40.78,14D-AM-1014-08,AM,2018-10-14,Adult
-73.97,40.78,20D-PM-1014-01,PM,2018-10-14,Adult
-73.96,40.79,33B-PM-1010-07,PM,2018-10-10,Adult
-73.96,40.79,32B-PM-1010-04,PM,2018-10-10,Adult
-73.97,40.77,7G-AM-1010-08,AM,2018-10-10,Adult
-73.97,40.77,7F-AM-1008-14,AM,2018-10-08,Adult
-73.98,40.77,2C-AM-1010-04,AM,2018-10-10,Adult
-73.97,40.78,15C-PM-1017-05,PM,2018-10-17,Adult
-73.95,40.79,38G-PM-1020-05,PM,2018-10-20,Adult
-73.95,40.79,38G-PM-1020-04,PM,2018-10-20,Adult
-73.97,40.77,6I-PM-1013-03,PM,2018-10-13,Adult
-73.97,40.78,17E-PM-1018-02,PM,2018-10-18,Adult
-73.95,40.80,39F-PM-1006-02,PM,2018-10-06,Adult
-73.95,40.80,41F-PM-1019-02,PM,2018-10-19,
-73.96,40.80,40C-PM-1006-01,PM,2018-10-06,Adult
-73.97,40.79,28B-PM-1010-02,PM,2018-10-10,Adult
-73.96,40.79,36F-AM-1017-03,AM,2018-10-17,Adult
-73.98,40.77,7B-AM-1008-13,AM,2018-10-08,Adult
-73.98,40.77,7C-PM-1020-02,PM,2018-10-20,Adult
-73.97,40.78,22C-PM-1006-08,PM,2018-10-06,Adult
-73.98,40.77,1C-PM-1013-08,PM,2018-10-13,Adult
-73.98,40.77,2A-AM-1010-01,AM,2018-10-10,Adult
-73.96,40.80,38C-AM-1019-10,AM,2018-10-19,Adult
-73.96,40.79,32C-AM-1014-05,AM,2018-10-14,Adult
-73.97,40.78,15G-PM-1019-09,PM,2018-10-19,Adult
-73.98,40.77,3C-PM-1008-01,PM,2018-10-08,Adult
-73.96,40.80,36A-PM-1013-02,PM,2018-10-13,
-73.97,40.77,7F-AM-1008-12,AM,2018-10-08,Adult
-73.97,40.77,9H-AM-1006-02,AM,2018-10-06,Adult
-73.97,40.77,12G-PM-1007-07,PM,2018-10-07,Juvenile
-73.96,40.80,37D-PM-1014-07,PM,2018-10-14,Adult
-73.97,40.78,17E-AM-1017-07,AM,2018-10-17,Adult
-73.96,40.79,35E-AM-1020-04,AM,2018-10-20,Adult
-73.96,40.79,29A-PM-1019-03,PM,2018-10-19,Juvenile
-73.97,40.78,19C-PM-1018-03,PM,2018-10-18,Adult
-73.95,40.80,39F-AM-1014-05,AM,2018-10-14,Juvenile
-73.97,40.78,13D-AM-1014-03,AM,2018-10-14,Juvenile
-73.97,40.78,16C-PM-1018-02,PM,2018-10-18,Adult
-73.97,40.78,18G-AM-1014-01,AM,2018-10-14,Juvenile
-73.96,40.79,32E-AM-1007-14,AM,2018-10-07,Adult
-73.97,40.78,14E-AM-1008-22,AM,2018-10-08,Adult
-73.98,40.77,1E-AM-1006-05,AM,2018-10-06,Adult
-73.97,40.77,13G-PM-1008-04,PM,2018-10-08,Adult
-73.97,40.77,10C-AM-1018-01,AM,2018-10-18,Adult
-73.98,40.77,9B-PM-1013-05,PM,2018-10-13,Juvenile
-73.97,40.77,12F-PM-1007-08,PM,2018-10-07,Adult
-73.96,40.80,37C-PM-1013-04,PM,2018-10-13,Adult
-73.97,40.77,6E-PM-1010-01,PM,2018-10-10,Juvenile
-73.97,40.78,15D-AM-1007-05,AM,2018-10-07,Adult
-73.97,40.77,5F-AM-1007-01,AM,2018-10-07,Adult
-73.96,40.80,37C-PM-1013-02,PM,2018-10-13,Adult
-73.96,40.80,38C-AM-1019-11,AM,2018-10-19,Adult
-73.98,40.77,1B-PM-1019-04,PM,2018-10-19,Juvenile
-73.96,40.80,39A-AM-1013-01,AM,2018-10-13,Juvenile
-73.98,40.77,1A-AM-1007-01,AM,2018-10-07,Adult
-73.96,40.80,41B-AM-1010-02,AM,2018-10-10,Adult
-73.97,40.78,16E-PM-1018-02,PM,2018-10-18,Juvenile
-73.98,40.78,11A-PM-1013-04,PM,2018-10-13,Adult
-73.97,40.77,2F-PM-1014-11,PM,2018-10-14,Adult
-73.97,40.78,17F-AM-1007-03,AM,2018-10-07,Adult
-73.98,40.77,3E-PM-1008-06,PM,2018-10-08,Adult
-73.96,40.78,20G-AM-1018-03,AM,2018-10-18,Adult
-73.96,40.78,25I-PM-1007-02,PM,2018-10-07,Adult
-73.95,40.79,35I-PM-1006-02,PM,2018-10-06,Adult
-73.96,40.78,24I-AM-1019-01,AM,2018-10-19,Adult
-73.97,40.78,14D-AM-1014-06,AM,2018-10-14,Adult
-73.96,40.79,27I-AM-1007-03,AM,2018-10-07,Adult
-73.97,40.78,17G-PM-1017-02,PM,2018-10-17,Adult
-73.98,40.77,2F-PM-1014-01,PM,2018-10-14,Adult
-73.97,40.78,14H-PM-1012-05,PM,2018-10-12,Adult
-73.97,40.77,6I-AM-1006-01,AM,2018-10-06,Adult
-73.97,40.78,13E-PM-1008-01,PM,2018-10-08,Adult
-73.96,40.79,35C-AM-1007-01,AM,2018-10-07,Juvenile
-73.96,40.79,33A-AM-1008-01,AM,2018-10-08,Adult
-73.96,40.80,42B-AM-1014-01,AM,2018-10-14,Adult
-73.98,40.77,5D-PM-1018-02,PM,2018-10-18,Adult
-73.96,40.79,34F-PM-1012-01,PM,2018-10-12,Adult
-73.98,40.77,2E-AM-1010-04,AM,2018-10-10,Juvenile
-73.97,40.77,3I-PM-1013-02,PM,2018-10-13,Adult
-73.97,40.77,7G-PM-1018-07,PM,2018-10-18,Adult
-73.97,40.77,9E-AM-1008-02,AM,2018-10-08,Adult
-73.97,40.77,10B-AM-1006-01,AM,2018-10-06,Adult
-73.96,40.78,23H-PM-1019-01,PM,2018-10-19,Adult
-73.96,40.79,35B-PM-1013-07,PM,2018-10-13,Adult
-73.97,40.78,14B-PM-1014-03,PM,2018-10-14,Adult
-73.98,40.77,4D-AM-1012-02,AM,2018-10-12,Adult
-73.97,40.78,21A-AM-1019-09,AM,2018-10-19,Adult
-73.98,40.77,2D-AM-1007-05,AM,2018-10-07,Adult
-73.96,40.79,34C-PM-1012-03,PM,2018-10-12,Adult
-73.98,40.77,4C-PM-1010-03,PM,2018-10-10,Adult
-73.96,40.79,37E-AM-1013-04,AM,2018-10-13,Adult
-73.96,40.79,32F-PM-1008-04,PM,2018-10-08,Adult
-73.96,40.78,18H-AM-1018-02,AM,2018-10-18,Adult
-73.96,40.79,28B-AM-1007-01,AM,2018-10-07,Adult
-73.96,40.80,40E-AM-1014-04,AM,2018-10-14,Adult
-73.98,40.77,5D-PM-1018-06,PM,2018-10-18,Adult
-73.97,40.77,7H-AM-1006-02,AM,2018-10-06,Adult
-73.97,40.77,11E-PM-1012-05,PM,2018-10-12,Adult
-73.97,40.78,13F-AM-1007-04,AM,2018-10-07,Adult
-73.95,40.79,33I-PM-1006-04,PM,2018-10-06,Adult
-73.96,40.79,33G-AM-1013-03,AM,2018-10-13,?
-73.97,40.77,11E-PM-1012-04,PM,2018-10-12,Adult
-73.96,40.80,39D-PM-1012-03,PM,2018-10-12,Adult
-73.96,40.79,33F-PM-1012-04,PM,2018-10-12,Adult
-73.96,40.79,33A-PM-1018-04,PM,2018-10-18,Adult
-73.95,40.79,37H-PM-1006-06,PM,2018-10-06,Adult
-73.97,40.78,13C-PM-1019-03,PM,2018-10-19,Adult
-73.97,40.78,20F-PM-1007-05,PM,2018-10-07,Juvenile
-73.97,40.78,22B-AM-1013-05,AM,2018-10-13,Adult
-73.96,40.79,29B-PM-1010-04,PM,2018-10-10,Adult
-73.97,40.77,7H-AM-1006-10,AM,2018-10-06,Adult
-73.97,40.77,7F-AM-1008-15,AM,2018-10-08,Juvenile
-73.96,40.79,30D-AM-1017-01,AM,2018-10-17,Adult
-73.97,40.78,13F-PM-1008-02,PM,2018-10-08,Adult
-73.96,40.79,33F-PM-1012-03,PM,2018-10-12,Adult
-73.98,40.77,3A-PM-1017-04,PM,2018-10-17,Adult
-73.97,40.78,14F-PM-1012-04,PM,2018-10-12,
-73.98,40.77,7C-PM-1020-04,PM,2018-10-20,Adult
-73.96,40.80,37C-AM-1012-02,AM,2018-10-12,Adult
-73.97,40.79,25A-AM-1013-01,AM,2018-10-13,
-73.97,40.77,10G-PM-1017-09,PM,2018-10-17,Adult
-73.96,40.79,34A-PM-1013-02,PM,2018-10-13,Adult
-73.95,40.79,38G-PM-1020-03,PM,2018-10-20,Adult
-73.96,40.79,36C-AM-1014-02,AM,2018-10-14,Juvenile
-73.95,40.79,33I-AM-1008-05,AM,2018-10-08,Adult
-73.97,40.77,12E-AM-1017-07,AM,2018-10-17,Adult
-73.98,40.77,2C-PM-1013-12,PM,2018-10-13,Adult
-73.95,40.79,33I-PM-1006-02,PM,2018-10-06,Adult
-73.97,40.78,15I-PM-1012-05,PM,2018-10-12,Adult
-73.97,40.77,12G-AM-1012-02,AM,2018-10-12,Adult
-73.95,40.80,42H-PM-1014-05,PM,2018-10-14,Adult
-73.97,40.78,14B-PM-1014-01,PM,2018-10-14,Adult
-73.97,40.78,12E-AM-1017-05,AM,2018-10-17,Adult
-73.98,40.77,2A-AM-1010-04,AM,2018-10-10,Adult
-73.97,40.78,22B-AM-1013-01,AM,2018-10-13,Adult
-73.95,40.80,39H-AM-1007-03,AM,2018-10-07,Juvenile
-73.97,40.77,5F-AM-1007-06,AM,2018-10-07,Adult
-73.96,40.79,32C-PM-1013-05,PM,2018-10-13,Adult
-73.97,40.77,6G-PM-1020-03,PM,2018-10-20,Adult
-73.98,40.77,8B-AM-1007-06,AM,2018-10-07,Adult
-73.96,40.78,21H-AM-1017-01,AM,2018-10-17,Adult
-73.98,40.77,6C-AM-1007-01,AM,2018-10-07,Adult
-73.96,40.80,36A-PM-1013-05,PM,2018-10-13,
-73.97,40.78,13E-AM-1017-03,AM,2018-10-17,Adult
-73.97,40.77,11D-PM-1006-01,PM,2018-10-06,Adult
-73.97,40.78,17C-PM-1013-02,PM,2018-10-13,Adult
-73.97,40.77,5G-PM-1010-01,PM,2018-10-10,Adult
-73.97,40.78,14B-PM-1014-04,PM,2018-10-14,Adult
-73.97,40.77,11F-AM-1013-02,AM,2018-10-13,Adult
-73.97,40.78,13F-PM-1008-04,PM,2018-10-08,Adult
-73.96,40.80,39E-AM-1018-04,AM,2018-10-18,Adult
-73.97,40.78,16H-PM-1014-03,PM,2018-10-14,Adult
-73.97,40.77,7G-AM-1010-01,AM,2018-10-10,Adult
-73.97,40.77,5G-AM-1006-01,AM,2018-10-06,Adult
-73.97,40.79,28A-PM-1007-03,PM,2018-10-07,Adult
-73.95,40.79,38G-PM-1020-08,PM,2018-10-20,Adult
-73.95,40.80,39G-PM-1013-02,PM,2018-10-13,Adult
-73.96,40.79,28D-AM-1012-03,AM,2018-10-12,Adult
-73.97,40.78,21A-AM-1019-07,AM,2018-10-19,Adult
-73.96,40.78,22G-AM-1018-04,AM,2018-10-18,Adult
-73.97,40.77,11D-PM-1006-05,PM,2018-10-06,Adult
-73.97,40.78,16F-PM-1013-06,PM,2018-10-13,Adult
-73.97,40.77,9E-AM-1008-01,AM,2018-10-08,Adult
-73.95,40.80,39G-PM-1013-03,PM,2018-10-13,Adult
-73.97,40.79,26A-PM-1006-01,PM,2018-10-06,Juvenile
-73.97,40.78,16A-PM-1019-06,PM,2018-10-19,Juvenile
-73.97,40.78,14B-PM-1014-02,PM,2018-10-14,Adult
-73.96,40.79,32C-PM-1013-01,PM,2018-10-13,Adult
-73.97,40.77,8H-PM-1014-08,PM,2018-10-14,Adult
-73.97,40.79,23A-AM-1018-02,AM,2018-10-18,Juvenile
-73.97,40.77,8I-AM-1006-04,AM,2018-10-06,Adult
-73.97,40.78,19C-PM-1018-06,PM,2018-10-18,Adult
-73.96,40.78,21H-PM-1018-02,PM,2018-10-18,Juvenile
-73.98,40.77,3D-PM-1010-08,PM,2018-10-10,Adult
-73.95,40.79,39I-PM-1013-04,PM,2018-10-13,Adult
-73.97,40.78,17D-AM-1008-01,AM,2018-10-08,Adult
-73.97,40.77,7H-PM-1006-06,PM,2018-10-06,Adult
-73.97,40.77,6E-PM-1010-02,PM,2018-10-10,Adult
-73.98,40.78,10A-PM-1014-03,PM,2018-10-14,Adult
-73.97,40.77,10H-AM-1014-01,AM,2018-10-14,Adult
-73.97,40.78,20C-PM-1018-02,PM,2018-10-18,Adult
-73.96,40.80,40B-AM-1019-06,AM,2018-10-19,Juvenile
-73.97,40.78,13D-PM-1018-04,PM,2018-10-18,Adult
-73.96,40.79,31D-PM-1006-03,PM,2018-10-06,Adult
-73.97,40.78,12E-PM-1018-03,PM,2018-10-18,Adult
-73.96,40.78,18I-PM-1007-07,PM,2018-10-07,Adult
-73.97,40.78,18F-PM-1008-01,PM,2018-10-08,Adult
-73.98,40.77,8B-AM-1007-08,AM,2018-10-07,Adult
-73.96,40.79,33E-PM-1012-04,PM,2018-10-12,Adult
-73.98,40.77,3B-AM-1010-03,AM,2018-10-10,Juvenile
-73.98,40.77,1D-AM-1006-01,AM,2018-10-06,Juvenile
-73.97,40.78,16D-PM-1010-10,PM,2018-10-10,Adult
-73.98,40.77,6A-PM-1012-03,PM,2018-10-12,Adult
-73.97,40.77,8I-PM-1013-02,PM,2018-10-13,Adult
-73.97,40.78,15E-AM-1013-03,AM,2018-10-13,Adult
-73.96,40.78,25I-PM-1007-06,PM,2018-10-07,
-73.98,40.77,1D-AM-1006-06,AM,2018-10-06,Juvenile
-73.97,40.77,3F-AM-1006-06,AM,2018-10-06,Adult
-73.97,40.77,7H-AM-1006-09,AM,2018-10-06,Adult
-73.97,40.78,22B-AM-1013-02,AM,2018-10-13,Adult
-73.96,40.79,32A-PM-1013-08,PM,2018-10-13,Adult
-73.96,40.79,27I-AM-1007-01,AM,2018-10-07,Adult
-73.96,40.79,31A-PM-1017-02,PM,2018-10-17,Adult
-73.97,40.77,8D-AM-1007-06,AM,2018-10-07,Adult
-73.97,40.78,15G-AM-1008-04,AM,2018-10-08,Adult
-73.97,40.78,15D-PM-1017-02,PM,2018-10-17,Adult
-73.98,40.77,1B-AM-1012-13,AM,2018-10-12,Adult
-73.97,40.78,14E-AM-1008-16,AM,2018-10-08,Adult
-73.98,40.77,4C-PM-1010-12,PM,2018-10-10,Adult
-73.97,40.77,11I-PM-1012-05,PM,2018-10-12,Adult
-73.97,40.77,7F-AM-1008-03,AM,2018-10-08,Adult
-73.97,40.79,28A-PM-1007-02,PM,2018-10-07,Adult
-73.97,40.78,16F-PM-1013-05,PM,2018-10-13,Adult
-73.95,40.80,41E-PM-1013-03,PM,2018-10-13,Adult
-73.96,40.78,25I-PM-1007-04,PM,2018-10-07,Adult
-73.96,40.80,42C-PM-1013-05,PM,2018-10-13,Adult
-73.97,40.77,7H-AM-1006-13,AM,2018-10-06,Adult
-73.96,40.79,34A-AM-1012-02,AM,2018-10-12,Adult
-73.97,40.78,20F-PM-1007-08,PM,2018-10-07,Adult
-73.97,40.77,8E-AM-1013-02,AM,2018-10-13,Adult
-73.98,40.77,6B-AM-1012-01,AM,2018-10-12,Adult
-73.98,40.77,4C-PM-1010-07,PM,2018-10-10,Adult
-73.97,40.78,14C-PM-1006-01,PM,2018-10-06,Adult
-73.98,40.77,1B-PM-1019-08,PM,2018-10-19,Adult
-73.97,40.78,21A-AM-1019-04,AM,2018-10-19,Juvenile
-73.96,40.80,38C-PM-1014-05,PM,2018-10-14,Adult
-73.96,40.80,36A-PM-1013-04,PM,2018-10-13,
-73.97,40.78,14C-PM-1006-03,PM,2018-10-06,Adult
-73.98,40.77,2B-PM-1013-05,PM,2018-10-13,Adult
-73.97,40.77,8I-AM-1006-01,AM,2018-10-06,Adult
-73.96,40.80,40C-PM-1006-02,PM,2018-10-06,Adult
-73.96,40.79,34B-PM-1007-01,PM,2018-10-07,Adult
-73.96,40.80,40B-AM-1019-04,AM,2018-10-19,Juvenile
-73.96,40.79,31H-PM-1008-05,PM,2018-10-08,Adult
-73.97,40.78,16F-AM-1008-02,AM,2018-10-08,Adult
-73.98,40.77,5B-PM-1013-05,PM,2018-10-13,Adult
-73.98,40.77,4E-AM-1020-02,AM,2018-10-20,Adult
-73.97,40.78,22C-PM-1006-11,PM,2018-10-06,Juvenile
-73.98,40.77,4B-AM-1010-04,AM,2018-10-10,Adult
-73.97,40.77,7F-AM-1008-08,AM,2018-10-08,Adult
-73.98,40.77,5B-PM-1013-06,PM,2018-10-13,Adult
-73.98,40.77,2F-AM-1006-04,AM,2018-10-06,Adult
-73.95,40.80,42D-PM-1013-02,PM,2018-10-13,Adult
-73.97,40.77,7F-AM-1008-10,AM,2018-10-08,Adult
-73.95,40.80,42D-AM-1014-02,AM,2018-10-14,Adult
-73.97,40.78,14A-PM-1014-05,PM,2018-10-14,Adult
-73.97,40.78,14F-PM-1012-09,PM,2018-10-12,Adult
-73.96,40.79,32B-PM-1010-05,PM,2018-10-10,Adult
-73.98,40.77,6C-AM-1007-02,AM,2018-10-07,Adult
-73.95,40.80,39F-PM-1006-04,PM,2018-10-06,Adult
-73.96,40.78,18I-PM-1007-01,PM,2018-10-07,Adult
-73.96,40.79,30E-AM-1008-03,AM,2018-10-08,Adult
-73.97,40.78,21E-AM-1017-03,AM,2018-10-17,Adult
-73.97,40.77,8C-AM-1007-01,AM,2018-10-07,Adult
-73.96,40.80,38A-AM-1019-02,AM,2018-10-19,Adult
-73.98,40.77,2A-AM-1010-07,AM,2018-10-10,Adult
-73.96,40.80,38E-AM-1010-01,AM,2018-10-10,Adult
-73.96,40.78,21G-PM-1007-03,PM,2018-10-07,Adult
-73.98,40.77,3F-AM-1006-04,AM,2018-10-06,Adult
-73.98,40.77,2F-PM-1014-02,PM,2018-10-14,Adult
-73.97,40.77,8D-PM-1007-03,PM,2018-10-07,Adult
-73.96,40.78,22G-AM-1018-03,AM,2018-10-18,Juvenile
-73.97,40.77,8E-AM-1013-01,AM,2018-10-13,Adult
-73.96,40.79,35A-PM-1013-09,PM,2018-10-13,
-73.98,40.77,8A-AM-1013-04,AM,2018-10-13,Juvenile
-73.97,40.77,8D-AM-1007-05,AM,2018-10-07,Adult
-73.97,40.76,1I-PM-1012-02,PM,2018-10-12,Juvenile
-73.96,40.79,35A-PM-1013-04,PM,2018-10-13,Adult
-73.96,40.78,26I-PM-1010-03,PM,2018-10-10,Adult
-73.97,40.77,7H-AM-1006-01,AM,2018-10-06,Adult
-73.98,40.77,7C-PM-1020-06,PM,2018-10-20,Adult
-73.97,40.78,16C-AM-1014-01,AM,2018-10-14,Juvenile
-73.95,40.79,36I-PM-1007-11,PM,2018-10-07,Juvenile
-73.96,40.80,37B-AM-1018-02,AM,2018-10-18,Adult
-73.97,40.77,8C-AM-1007-02,AM,2018-10-07,Adult
-73.97,40.77,2I-AM-1006-02,AM,2018-10-06,Adult
-73.96,40.80,41D-PM-1014-02,PM,2018-10-14,Adult
-73.97,40.77,7I-PM-1013-04,PM,2018-10-13,Adult
-73.97,40.77,10G-PM-1017-05,PM,2018-10-17,Juvenile
